order_id,order_number,customer_id,sales_rep_id,order_date_id,shipping_date_id,region_id,order_status,payment_terms,currency_code,gross_total,discount_total,net_total,created_at
2978,ORD3978,25,36,20240210,20240213,4,Cancelled,Net 60,GBP,994.77,149.12,845.65,2024-02-10 08:51:48
2979,ORD3979,399,32,20240807,20240821,3,Shipped,Net 30,USD,3509.64,346.74,3162.90,2024-08-07 16:12:39
2980,ORD3980,172,39,20251006,20251008,1,Shipped,Due on Receipt,USD,796.49,425.46,371.03,2025-10-06 13:58:34
2981,ORD3981,282,22,20241230,20250104,3,Cancelled,Net 30,EUR,4994.79,56.28,4938.51,2024-12-30 17:49:07
2982,ORD3982,471,20,20240426,20240502,2,Cancelled,Net 30,USD,2528.48,280.40,2248.08,2024-04-26 11:35:45
2983,ORD3983,450,37,20231025,20231028,2,Cancelled,Net 60,GBP,2706.26,16.27,2689.99,2023-10-25 11:26:16
2984,ORD3984,160,27,20240714,20240722,4,Shipped,Net 60,EUR,2210.57,239.80,1970.77,2024-07-14 12:06:25
2985,ORD3985,67,3,20240411,20240412,4,Cancelled,Net 60,EUR,2341.11,172.60,2168.51,2024-04-11 10:36:28
2986,ORD3986,63,17,20251117,20251121,3,Pending,Net 60,USD,123.87,12.81,111.06,2025-11-17 12:16:51
2987,ORD3987,92,35,20240930,20241011,1,Cancelled,Net 30,EUR,1149.46,189.62,959.84,2024-09-30 09:04:26
2988,ORD3988,158,25,20240211,20240225,1,Pending,Net 60,USD,1937.76,44.66,1893.10,2024-02-11 17:10:25
2989,ORD3989,174,46,20250215,20250220,3,Cancelled,Due on Receipt,USD,4557.86,87.72,4470.14,2025-02-15 14:32:15
2990,ORD3990,474,50,20251020,20251027,2,Delivered,Due on Receipt,GBP,538.57,133.46,405.11,2025-10-20 08:12:18
2991,ORD3991,162,18,20241226,20250105,3,Pending,Net 30,GBP,2110.33,212.00,1898.33,2024-12-26 08:14:00
2992,ORD3992,490,27,20231108,20231115,2,Cancelled,Net 60,GBP,3899.64,478.23,3421.41,2023-11-08 16:24:51
2993,ORD3993,65,45,20250630,20250711,1,Delivered,Due on Receipt,EUR,4374.21,103.83,4270.38,2025-06-30 16:14:34
2994,ORD3994,483,38,20250712,20250712,3,Pending,Net 60,GBP,4901.22,292.74,4608.48,2025-07-12 12:01:49
2995,ORD3995,471,24,20230821,20230822,1,Pending,Net 30,USD,1025.98,401.76,624.22,2023-08-21 12:54:57
2996,ORD3996,418,34,20240711,20240714,3,Cancelled,Net 30,USD,4370.86,480.60,3890.26,2024-07-11 15:02:00
2997,ORD3997,476,37,20241117,20241201,3,Delivered,Net 60,GBP,3578.14,152.44,3425.70,2024-11-17 10:38:22
2998,ORD3998,384,25,20241105,20241109,4,Delivered,Net 60,EUR,777.12,42.27,734.85,2024-11-05 15:53:44
2999,ORD3999,244,22,20251022,20251022,2,Shipped,Net 60,USD,4839.42,56.12,4783.30,2025-10-22 09:41:28
3000,ORD4000,237,38,20241015,20241024,3,Shipped,Due on Receipt,EUR,1002.21,156.52,845.69,2024-10-15 09:52:26
3001,ORD4001,422,11,20240724,20240807,4,Pending,Net 30,EUR,3688.19,303.02,3385.17,2024-07-24 09:43:43
3002,ORD4002,228,1,20230731,20230802,4,Cancelled,Net 60,EUR,3447.13,311.48,3135.65,2023-07-31 18:41:21
3003,ORD4003,378,48,20230325,20230407,2,Delivered,Net 30,GBP,1425.86,499.54,926.32,2023-03-25 17:19:35
3004,ORD4004,472,19,20240517,20240522,2,Shipped,Net 60,EUR,3596.80,386.93,3209.87,2024-05-17 16:12:40
3005,ORD4005,346,35,20250105,20250118,4,Shipped,Net 30,EUR,2086.38,245.97,1840.41,2025-01-05 16:07:42
3006,ORD4006,213,21,20240714,20240724,4,Delivered,Due on Receipt,GBP,2336.09,355.49,1980.60,2024-07-14 09:52:05
3007,ORD4007,67,47,20251210,20251223,1,Delivered,Net 30,GBP,4940.74,234.37,4706.37,2025-12-10 08:43:56
3008,ORD4008,480,1,20230905,20230906,4,Delivered,Net 60,USD,4945.34,59.63,4885.71,2023-09-05 12:59:25
3009,ORD4009,365,42,20230731,20230809,1,Delivered,Net 30,GBP,4295.67,120.56,4175.11,2023-07-31 17:29:23
3010,ORD4010,393,20,20240311,20240322,4,Delivered,Due on Receipt,EUR,4085.33,335.26,3750.07,2024-03-11 16:54:41
3011,ORD4011,124,32,20240821,20240829,4,Pending,Net 60,GBP,3405.98,485.64,2920.34,2024-08-21 15:29:00
3012,ORD4012,287,8,20241128,20241201,2,Pending,Due on Receipt,EUR,945.65,465.71,479.94,2024-11-28 10:05:48
3013,ORD4013,387,11,20250916,20250925,4,Cancelled,Due on Receipt,EUR,4860.79,30.20,4830.59,2025-09-16 14:42:25
3014,ORD4014,76,35,20250108,20250122,4,Delivered,Net 60,EUR,3622.73,101.63,3521.10,2025-01-08 11:53:36
3015,ORD4015,210,20,20251220,20251222,4,Shipped,Due on Receipt,GBP,4877.95,384.27,4493.68,2025-12-20 08:53:00
3016,ORD4016,242,1,20250704,20250704,1,Cancelled,Due on Receipt,GBP,4072.64,243.71,3828.93,2025-07-04 08:33:40
3017,ORD4017,392,28,20231203,20231203,2,Shipped,Net 60,GBP,2543.68,420.33,2123.35,2023-12-03 08:36:56
3018,ORD4018,139,39,20250610,20250617,2,Shipped,Due on Receipt,USD,3640.43,270.41,3370.02,2025-06-10 14:59:43
3019,ORD4019,178,4,20240809,20240819,4,Shipped,Net 60,USD,4331.06,406.04,3925.02,2024-08-09 14:20:28
3020,ORD4020,203,24,20230703,20230715,3,Delivered,Net 60,USD,3030.61,80.08,2950.53,2023-07-03 09:28:37
3021,ORD4021,296,23,20230324,20230327,1,Cancelled,Net 30,USD,1605.92,382.36,1223.56,2023-03-24 10:03:11
3022,ORD4022,314,15,20240319,20240321,1,Delivered,Net 60,EUR,4241.27,194.47,4046.80,2024-03-19 12:22:10
3023,ORD4023,124,1,20250803,20250815,1,Shipped,Net 60,EUR,3898.85,128.96,3769.89,2025-08-03 08:46:24
3024,ORD4024,222,33,20231028,20231107,3,Shipped,Net 60,GBP,827.58,232.49,595.09,2023-10-28 15:23:07
3025,ORD4025,286,13,20230220,20230220,4,Cancelled,Due on Receipt,EUR,3628.60,179.08,3449.52,2023-02-20 11:25:46
3026,ORD4026,100,9,20250608,20250611,4,Cancelled,Net 30,GBP,1163.79,128.94,1034.85,2025-06-08 10:34:22
3027,ORD4027,119,30,20240324,20240331,2,Pending,Net 30,EUR,3403.43,93.12,3310.31,2024-03-24 17:13:06
3028,ORD4028,368,31,20230115,20230123,1,Pending,Net 30,GBP,3495.34,156.10,3339.24,2023-01-15 18:13:16
3029,ORD4029,229,1,20240209,20240212,3,Shipped,Due on Receipt,USD,1242.79,380.83,861.96,2024-02-09 18:07:40
3030,ORD4030,188,26,20230919,20230924,1,Delivered,Net 60,EUR,3263.78,445.43,2818.35,2023-09-19 18:59:00
3031,ORD4031,226,7,20230821,20230828,3,Cancelled,Net 60,USD,4752.44,285.68,4466.76,2023-08-21 14:34:01
3032,ORD4032,433,46,20240921,20240925,3,Shipped,Net 60,GBP,3666.74,345.58,3321.16,2024-09-21 09:23:31
3033,ORD4033,343,11,20240815,20240815,4,Shipped,Due on Receipt,GBP,1683.72,356.64,1327.08,2024-08-15 18:52:28
3034,ORD4034,220,34,20240223,20240227,3,Pending,Net 30,GBP,3656.56,66.39,3590.17,2024-02-23 16:13:40
3035,ORD4035,234,40,20251126,20251209,4,Shipped,Net 30,GBP,1166.69,105.61,1061.08,2025-11-26 13:01:15
3036,ORD4036,262,24,20241208,20241220,4,Shipped,Net 60,EUR,1877.75,40.35,1837.40,2024-12-08 18:46:01
3037,ORD4037,203,28,20251209,20251215,4,Shipped,Net 60,USD,3225.69,383.71,2841.98,2025-12-09 14:41:29
3038,ORD4038,214,31,20240901,20240914,1,Delivered,Due on Receipt,GBP,2884.38,339.27,2545.11,2024-09-01 14:15:09
3039,ORD4039,46,47,20240418,20240426,1,Shipped,Net 30,USD,1741.25,155.21,1586.04,2024-04-18 15:24:10
3040,ORD4040,181,37,20240510,20240524,4,Shipped,Due on Receipt,GBP,3417.32,147.48,3269.84,2024-05-10 17:43:26
3041,ORD4041,132,40,20240814,20240814,3,Delivered,Net 60,USD,1085.21,281.44,803.77,2024-08-14 13:50:47
3042,ORD4042,223,50,20240211,20240212,3,Shipped,Due on Receipt,EUR,2402.66,256.77,2145.89,2024-02-11 11:02:03
3043,ORD4043,9,43,20250815,20250818,2,Delivered,Due on Receipt,USD,1962.83,188.02,1774.81,2025-08-15 18:47:10
3044,ORD4044,337,30,20240116,20240118,2,Shipped,Due on Receipt,EUR,4740.66,102.25,4638.41,2024-01-16 16:28:17
3045,ORD4045,219,43,20230111,20230123,4,Cancelled,Net 60,GBP,570.59,61.92,508.67,2023-01-11 17:00:19
3046,ORD4046,497,47,20250624,20250627,1,Cancelled,Due on Receipt,GBP,4883.20,372.94,4510.26,2025-06-24 14:19:19
3047,ORD4047,322,45,20250818,20250826,2,Cancelled,Net 30,GBP,1851.28,181.53,1669.75,2025-08-18 12:05:30
3048,ORD4048,344,2,20251012,20251013,2,Pending,Net 30,USD,4600.44,146.32,4454.12,2025-10-12 18:42:23
3049,ORD4049,180,49,20240520,20240531,4,Delivered,Net 60,EUR,1432.31,217.66,1214.65,2024-05-20 17:53:19
3050,ORD4050,353,15,20230427,20230508,4,Pending,Due on Receipt,USD,3877.87,445.93,3431.94,2023-04-27 13:08:32
3051,ORD4051,200,28,20230629,20230707,3,Cancelled,Net 30,GBP,1037.77,271.16,766.61,2023-06-29 12:47:28
3052,ORD4052,271,49,20250630,20250704,2,Cancelled,Due on Receipt,USD,1303.01,132.01,1171.00,2025-06-30 08:38:52
3053,ORD4053,317,14,20250320,20250322,1,Cancelled,Net 60,USD,3759.84,28.88,3730.96,2025-03-20 11:02:32
3054,ORD4054,411,39,20240627,20240711,2,Cancelled,Due on Receipt,USD,1189.23,387.26,801.97,2024-06-27 11:22:16
3055,ORD4055,91,8,20230729,20230808,2,Pending,Net 30,GBP,1842.78,16.10,1826.68,2023-07-29 11:32:28
3056,ORD4056,280,3,20241107,20241120,2,Delivered,Due on Receipt,EUR,1620.67,310.95,1309.72,2024-11-07 14:27:00
3057,ORD4057,109,31,20240615,20240622,4,Pending,Net 60,EUR,1453.40,215.16,1238.24,2024-06-15 17:07:42
3058,ORD4058,96,12,20241123,20241123,1,Cancelled,Due on Receipt,USD,4926.56,118.87,4807.69,2024-11-23 17:52:43
3059,ORD4059,180,36,20251026,20251106,4,Pending,Net 30,USD,4638.35,35.06,4603.29,2025-10-26 17:57:40
3060,ORD4060,63,21,20240316,20240319,2,Cancelled,Net 30,EUR,1926.75,422.55,1504.20,2024-03-16 14:45:45
3061,ORD4061,418,15,20241008,20241019,3,Cancelled,Net 30,GBP,101.59,87.63,13.96,2024-10-08 10:37:21
3062,ORD4062,6,7,20230521,20230523,1,Pending,Net 60,GBP,4292.28,405.32,3886.96,2023-05-21 15:06:34
3063,ORD4063,29,25,20240827,20240905,1,Delivered,Net 30,USD,2884.20,289.20,2595.00,2024-08-27 11:58:25
3064,ORD4064,173,8,20240331,20240413,1,Cancelled,Due on Receipt,USD,4650.64,205.89,4444.75,2024-03-31 15:05:32
3065,ORD4065,40,31,20230124,20230203,1,Shipped,Due on Receipt,GBP,1624.83,473.96,1150.87,2023-01-24 17:54:13
3066,ORD4066,489,24,20251001,20251015,1,Shipped,Net 30,EUR,4567.71,50.71,4517.00,2025-10-01 14:05:09
3067,ORD4067,39,49,20240726,20240804,2,Delivered,Net 30,GBP,1829.77,480.86,1348.91,2024-07-26 08:36:55
3068,ORD4068,27,14,20230530,20230613,4,Cancelled,Net 30,GBP,4651.69,248.01,4403.68,2023-05-30 16:35:22
3069,ORD4069,230,17,20250306,20250312,1,Shipped,Due on Receipt,EUR,620.46,345.25,275.21,2025-03-06 10:57:26
3070,ORD4070,333,15,20250306,20250315,1,Cancelled,Due on Receipt,EUR,4983.54,185.30,4798.24,2025-03-06 09:27:20
3071,ORD4071,87,8,20250602,20250602,1,Shipped,Due on Receipt,GBP,4174.17,31.74,4142.43,2025-06-02 09:57:07
3072,ORD4072,331,50,20240329,20240401,2,Cancelled,Due on Receipt,GBP,390.51,126.74,263.77,2024-03-29 17:55:47
3073,ORD4073,469,9,20250528,20250609,1,Delivered,Due on Receipt,USD,838.15,57.51,780.64,2025-05-28 12:52:42
3074,ORD4074,285,43,20230211,20230225,1,Cancelled,Due on Receipt,EUR,2955.11,193.45,2761.66,2023-02-11 09:36:48
3075,ORD4075,496,19,20230305,20230310,3,Cancelled,Net 30,GBP,900.06,32.55,867.51,2023-03-05 08:53:13
3076,ORD4076,63,26,20230731,20230811,3,Cancelled,Net 30,GBP,4460.79,384.34,4076.45,2023-07-31 12:16:47
3077,ORD4077,360,5,20230729,20230802,4,Delivered,Net 60,USD,286.89,222.17,64.72,2023-07-29 11:17:27
3078,ORD4078,290,23,20250407,20250407,1,Pending,Net 60,EUR,2994.05,405.78,2588.27,2025-04-07 13:53:58
3079,ORD4079,355,30,20241128,20241204,3,Delivered,Due on Receipt,GBP,2217.77,278.75,1939.02,2024-11-28 18:39:40
3080,ORD4080,21,32,20231018,20231027,3,Pending,Net 60,GBP,4915.73,39.09,4876.64,2023-10-18 10:42:39
3081,ORD4081,184,30,20250601,20250603,4,Cancelled,Net 60,USD,1649.36,95.27,1554.09,2025-06-01 18:34:18
3082,ORD4082,310,6,20240204,20240204,3,Cancelled,Net 30,USD,569.06,469.08,99.98,2024-02-04 12:31:08
3083,ORD4083,151,44,20251128,20251203,4,Cancelled,Net 60,EUR,2954.01,7.16,2946.85,2025-11-28 18:24:08
3084,ORD4084,62,49,20250303,20250305,4,Shipped,Net 60,GBP,3866.77,270.07,3596.70,2025-03-03 14:00:49
3085,ORD4085,268,9,20250330,20250413,3,Pending,Net 30,USD,2787.12,458.74,2328.38,2025-03-30 18:26:30
3086,ORD4086,190,25,20251016,20251027,2,Delivered,Net 60,EUR,2506.25,341.91,2164.34,2025-10-16 08:10:04
3087,ORD4087,106,6,20241022,20241024,2,Cancelled,Net 30,EUR,1440.23,480.51,959.72,2024-10-22 13:09:21
3088,ORD4088,267,21,20250310,20250324,3,Delivered,Net 30,EUR,406.34,73.04,333.30,2025-03-10 13:54:03
3089,ORD4089,321,24,20241107,20241110,2,Delivered,Net 60,EUR,3860.96,94.21,3766.75,2024-11-07 09:32:17
3090,ORD4090,169,40,20240813,20240823,2,Pending,Net 30,GBP,832.13,74.71,757.42,2024-08-13 09:00:38
3091,ORD4091,139,17,20230812,20230824,2,Delivered,Net 30,GBP,4090.49,454.39,3636.10,2023-08-12 18:51:04
3092,ORD4092,475,32,20240627,20240708,2,Cancelled,Net 60,GBP,4543.98,429.06,4114.92,2024-06-27 18:53:40
3093,ORD4093,391,35,20240914,20240914,2,Shipped,Net 30,EUR,3805.99,48.33,3757.66,2024-09-14 09:27:59
3094,ORD4094,112,32,20251025,20251026,1,Shipped,Net 60,EUR,3300.40,480.06,2820.34,2025-10-25 18:36:24
3095,ORD4095,499,27,20250806,20250814,3,Delivered,Net 60,GBP,3884.55,377.41,3507.14,2025-08-06 14:51:13
3096,ORD4096,243,29,20241211,20241224,3,Shipped,Net 30,GBP,724.73,106.60,618.13,2024-12-11 12:32:33
3097,ORD4097,388,32,20241006,20241010,2,Delivered,Net 30,EUR,1547.60,92.84,1454.76,2024-10-06 18:20:12
3098,ORD4098,461,30,20230221,20230226,2,Shipped,Due on Receipt,USD,325.71,81.27,244.44,2023-02-21 13:23:14
3099,ORD4099,82,1,20250622,20250628,3,Shipped,Due on Receipt,GBP,2416.79,189.85,2226.94,2025-06-22 14:45:02
3100,ORD4100,497,32,20241019,20241030,3,Shipped,Net 30,GBP,3511.85,250.28,3261.57,2024-10-19 09:46:42
3101,ORD4101,242,21,20230528,20230607,2,Shipped,Net 30,USD,4225.82,107.57,4118.25,2023-05-28 14:35:23
3102,ORD4102,398,49,20250322,20250324,2,Pending,Net 60,USD,566.88,327.42,239.46,2025-03-22 15:53:18
3103,ORD4103,113,1,20230201,20230213,1,Cancelled,Net 60,USD,1999.68,138.68,1861.00,2023-02-01 12:22:09
3104,ORD4104,363,30,20240709,20240723,3,Pending,Net 30,GBP,1103.23,34.56,1068.67,2024-07-09 17:54:30
3105,ORD4105,436,24,20240410,20240423,2,Shipped,Due on Receipt,USD,1290.89,138.31,1152.58,2024-04-10 17:59:28
3106,ORD4106,432,40,20230228,20230301,4,Delivered,Net 30,USD,223.24,10.20,213.04,2023-02-28 11:50:40
3107,ORD4107,155,39,20250116,20250127,4,Pending,Due on Receipt,GBP,3586.05,350.51,3235.54,2025-01-16 16:45:26
3108,ORD4108,269,33,20250902,20250910,1,Shipped,Net 60,GBP,2077.01,474.02,1602.99,2025-09-02 10:07:23
3109,ORD4109,131,14,20250614,20250628,4,Pending,Net 30,EUR,1175.99,63.78,1112.21,2025-06-14 12:37:55
3110,ORD4110,61,11,20240117,20240120,2,Cancelled,Net 30,USD,4367.62,160.75,4206.87,2024-01-17 16:02:59
3111,ORD4111,231,14,20241001,20241012,1,Cancelled,Due on Receipt,USD,4714.82,368.90,4345.92,2024-10-01 16:13:51
3112,ORD4112,159,30,20251013,20251017,4,Delivered,Net 60,EUR,131.25,2.36,128.89,2025-10-13 14:24:26
3113,ORD4113,2,44,20250212,20250223,4,Pending,Net 30,GBP,782.32,427.40,354.92,2025-02-12 16:54:09
3114,ORD4114,331,35,20230905,20230914,2,Shipped,Net 60,GBP,4162.07,106.26,4055.81,2023-09-05 16:26:55
3115,ORD4115,405,17,20231001,20231007,4,Pending,Net 60,GBP,1381.00,395.22,985.78,2023-10-01 17:13:12
3116,ORD4116,399,24,20231207,20231217,4,Pending,Net 60,GBP,3826.40,450.07,3376.33,2023-12-07 14:42:25
3117,ORD4117,181,15,20240108,20240111,1,Delivered,Due on Receipt,GBP,1336.64,457.07,879.57,2024-01-08 11:21:33
3118,ORD4118,47,8,20250605,20250610,3,Cancelled,Due on Receipt,EUR,580.58,483.44,97.14,2025-06-05 10:07:01
3119,ORD4119,240,36,20250828,20250909,1,Delivered,Due on Receipt,GBP,3566.85,153.46,3413.39,2025-08-28 11:50:24
3120,ORD4120,49,6,20241123,20241202,4,Delivered,Due on Receipt,USD,1813.10,180.71,1632.39,2024-11-23 16:51:40
3121,ORD4121,86,5,20251020,20251029,2,Cancelled,Net 30,GBP,3798.06,460.70,3337.36,2025-10-20 11:48:54
3122,ORD4122,202,22,20231230,20240106,4,Delivered,Due on Receipt,EUR,2058.77,213.83,1844.94,2023-12-30 15:30:31
3123,ORD4123,185,36,20230528,20230531,4,Pending,Due on Receipt,USD,4183.90,154.30,4029.60,2023-05-28 15:16:38
3124,ORD4124,113,50,20240901,20240903,1,Pending,Due on Receipt,USD,2218.53,245.69,1972.84,2024-09-01 10:12:12
3125,ORD4125,435,26,20250114,20250127,1,Pending,Net 60,USD,235.09,22.09,213.00,2025-01-14 09:14:39
3126,ORD4126,270,1,20240802,20240804,3,Shipped,Net 30,USD,3771.98,206.35,3565.63,2024-08-02 12:31:39
3127,ORD4127,300,39,20230628,20230628,1,Cancelled,Net 60,USD,4333.63,262.29,4071.34,2023-06-28 14:06:51
3128,ORD4128,361,39,20240930,20241013,1,Delivered,Net 60,EUR,3181.32,400.37,2780.95,2024-09-30 17:36:05
3129,ORD4129,272,43,20250220,20250227,1,Cancelled,Net 60,EUR,3104.17,286.15,2818.02,2025-02-20 15:42:14
3130,ORD4130,19,38,20230831,20230831,4,Delivered,Net 30,GBP,4024.72,380.84,3643.88,2023-08-31 15:11:27
3131,ORD4131,89,4,20251108,20251120,3,Delivered,Due on Receipt,USD,1996.07,282.95,1713.12,2025-11-08 10:57:17
3132,ORD4132,54,43,20250111,20250125,3,Cancelled,Net 60,EUR,3441.92,309.03,3132.89,2025-01-11 10:49:56
3133,ORD4133,61,8,20240923,20241003,3,Shipped,Due on Receipt,EUR,3131.02,416.77,2714.25,2024-09-23 15:43:31
3134,ORD4134,374,27,20250518,20250526,1,Cancelled,Net 30,EUR,1767.63,254.19,1513.44,2025-05-18 16:55:41
3135,ORD4135,476,49,20250829,20250901,3,Delivered,Net 30,GBP,4714.64,250.48,4464.16,2025-08-29 15:55:53
3136,ORD4136,469,13,20240714,20240718,4,Cancelled,Net 60,USD,4430.17,25.53,4404.64,2024-07-14 14:12:09
3137,ORD4137,337,28,20250317,20250329,3,Cancelled,Net 60,GBP,4372.20,131.92,4240.28,2025-03-17 13:33:28
3138,ORD4138,133,38,20250625,20250706,3,Shipped,Net 60,USD,483.70,171.03,312.67,2025-06-25 18:51:47
3139,ORD4139,465,17,20230315,20230326,3,Cancelled,Net 30,GBP,3228.78,126.59,3102.19,2023-03-15 13:15:28
3140,ORD4140,332,1,20251209,20251218,3,Delivered,Net 30,EUR,2051.98,439.25,1612.73,2025-12-09 18:39:16
3141,ORD4141,226,23,20230308,20230320,3,Shipped,Net 30,GBP,4842.40,262.49,4579.91,2023-03-08 13:14:34
3142,ORD4142,274,24,20240122,20240124,4,Delivered,Due on Receipt,GBP,3635.92,60.43,3575.49,2024-01-22 14:38:24
3143,ORD4143,22,45,20230301,20230308,3,Pending,Due on Receipt,USD,1184.91,104.52,1080.39,2023-03-01 12:05:22
3144,ORD4144,112,12,20230302,20230307,3,Shipped,Due on Receipt,USD,606.46,401.08,205.38,2023-03-02 10:26:23
3145,ORD4145,324,38,20240226,20240229,4,Cancelled,Net 60,GBP,4465.18,462.26,4002.92,2024-02-26 15:17:41
3146,ORD4146,404,26,20230318,20230321,4,Shipped,Due on Receipt,GBP,1170.21,428.56,741.65,2023-03-18 10:57:31
3147,ORD4147,243,17,20241118,20241127,1,Pending,Net 30,EUR,818.52,26.84,791.68,2024-11-18 17:18:52
3148,ORD4148,11,12,20250612,20250612,4,Delivered,Net 30,USD,2466.40,266.66,2199.74,2025-06-12 18:55:38
3149,ORD4149,154,34,20250803,20250810,3,Pending,Net 60,EUR,2872.33,234.67,2637.66,2025-08-03 16:12:15
3150,ORD4150,135,17,20241020,20241027,2,Shipped,Net 60,EUR,4324.83,185.60,4139.23,2024-10-20 15:33:37
3151,ORD4151,485,23,20250419,20250419,2,Cancelled,Net 60,USD,1010.07,233.67,776.40,2025-04-19 14:55:33
3152,ORD4152,388,31,20250911,20250912,1,Shipped,Due on Receipt,EUR,3218.89,457.15,2761.74,2025-09-11 16:43:07
3153,ORD4153,123,47,20230714,20230727,4,Delivered,Net 60,GBP,1170.26,54.89,1115.37,2023-07-14 11:31:29
3154,ORD4154,331,38,20230729,20230809,3,Cancelled,Net 30,USD,3708.45,103.55,3604.90,2023-07-29 11:31:26
3155,ORD4155,470,45,20250929,20251008,1,Delivered,Net 30,EUR,424.08,19.03,405.05,2025-09-29 14:54:41
3156,ORD4156,420,28,20230325,20230401,3,Delivered,Net 60,GBP,275.48,125.36,150.12,2023-03-25 11:48:34
3157,ORD4157,375,18,20230122,20230125,2,Cancelled,Net 60,GBP,1346.10,420.71,925.39,2023-01-22 13:29:13
3158,ORD4158,146,45,20240819,20240902,1,Pending,Net 30,EUR,1385.37,64.65,1320.72,2024-08-19 10:32:03
3159,ORD4159,444,29,20250309,20250321,2,Delivered,Due on Receipt,GBP,4931.54,122.85,4808.69,2025-03-09 09:27:31
3160,ORD4160,258,18,20240701,20240715,3,Shipped,Net 30,EUR,304.07,170.88,133.19,2024-07-01 17:57:20
3161,ORD4161,96,41,20250802,20250812,1,Pending,Net 30,GBP,4448.58,217.86,4230.72,2025-08-02 13:09:27
3162,ORD4162,186,11,20230319,20230402,2,Cancelled,Net 30,EUR,738.61,473.79,264.82,2023-03-19 18:39:25
3163,ORD4163,11,39,20240518,20240523,2,Pending,Net 60,GBP,4263.46,199.78,4063.68,2024-05-18 12:00:15
3164,ORD4164,330,38,20241224,20241228,1,Shipped,Net 30,EUR,4044.96,420.79,3624.17,2024-12-24 10:43:29
3165,ORD4165,61,10,20240316,20240317,3,Shipped,Net 30,EUR,2836.29,460.69,2375.60,2024-03-16 08:01:18
3166,ORD4166,341,35,20230321,20230402,2,Pending,Net 60,GBP,4983.88,427.16,4556.72,2023-03-21 16:08:51
3167,ORD4167,448,8,20240501,20240515,1,Delivered,Due on Receipt,USD,4841.75,454.77,4386.98,2024-05-01 13:19:33
3168,ORD4168,112,34,20250627,20250709,3,Shipped,Net 60,GBP,4140.32,300.00,3840.32,2025-06-27 11:37:51
3169,ORD4169,169,41,20240429,20240507,3,Cancelled,Net 30,GBP,4166.35,187.37,3978.98,2024-04-29 09:34:10
3170,ORD4170,97,49,20250613,20250627,2,Delivered,Net 30,USD,1444.99,65.75,1379.24,2025-06-13 13:55:06
3171,ORD4171,187,42,20250507,20250519,4,Delivered,Due on Receipt,EUR,2686.55,262.97,2423.58,2025-05-07 09:21:57
3172,ORD4172,125,4,20250516,20250527,1,Delivered,Due on Receipt,GBP,3660.93,415.28,3245.65,2025-05-16 13:54:19
3173,ORD4173,233,25,20241124,20241124,1,Pending,Due on Receipt,USD,4140.33,381.10,3759.23,2024-11-24 16:35:18
3174,ORD4174,378,2,20240606,20240610,2,Pending,Net 60,USD,2095.39,145.24,1950.15,2024-06-06 11:58:21
3175,ORD4175,305,24,20241222,20241231,3,Delivered,Due on Receipt,GBP,3519.07,386.80,3132.27,2024-12-22 11:23:55
3176,ORD4176,40,4,20231109,20231116,2,Cancelled,Due on Receipt,USD,2249.33,164.87,2084.46,2023-11-09 15:49:53
3177,ORD4177,479,32,20250201,20250210,3,Cancelled,Net 30,USD,4382.01,184.97,4197.04,2025-02-01 09:08:13
3178,ORD4178,378,38,20250915,20250924,2,Delivered,Net 60,USD,2402.69,19.27,2383.42,2025-09-15 15:03:45
3179,ORD4179,308,19,20250502,20250509,3,Shipped,Net 30,GBP,4492.30,461.01,4031.29,2025-05-02 09:27:27
3180,ORD4180,289,22,20250927,20250928,4,Pending,Net 30,USD,854.79,182.01,672.78,2025-09-27 11:21:57
3181,ORD4181,221,29,20230212,20230218,3,Cancelled,Net 60,USD,1575.52,391.12,1184.40,2023-02-12 10:31:09
3182,ORD4182,102,5,20250123,20250124,3,Pending,Net 30,USD,3497.81,100.98,3396.83,2025-01-23 09:31:58
3183,ORD4183,145,24,20240507,20240519,3,Delivered,Net 60,EUR,1519.97,177.82,1342.15,2024-05-07 13:56:53
3184,ORD4184,491,8,20240315,20240318,4,Cancelled,Net 60,GBP,1927.76,485.04,1442.72,2024-03-15 18:30:44
3185,ORD4185,28,36,20230116,20230120,3,Cancelled,Due on Receipt,EUR,4943.71,371.91,4571.80,2023-01-16 09:01:32
3186,ORD4186,151,13,20250828,20250829,1,Shipped,Net 30,GBP,1915.73,164.81,1750.92,2025-08-28 15:35:20
3187,ORD4187,368,38,20240419,20240422,4,Shipped,Net 30,GBP,2015.75,191.86,1823.89,2024-04-19 08:49:39
3188,ORD4188,349,27,20251208,20251217,1,Pending,Net 30,EUR,4782.76,441.68,4341.08,2025-12-08 16:34:22
3189,ORD4189,189,24,20230610,20230611,2,Cancelled,Net 60,EUR,629.33,420.61,208.72,2023-06-10 10:02:10
3190,ORD4190,17,40,20240501,20240512,2,Pending,Net 30,EUR,1163.95,285.33,878.62,2024-05-01 11:31:37
3191,ORD4191,341,43,20250705,20250713,2,Shipped,Due on Receipt,USD,930.84,327.44,603.40,2025-07-05 09:35:34
3192,ORD4192,146,29,20250424,20250506,1,Shipped,Due on Receipt,EUR,2318.75,202.09,2116.66,2025-04-24 12:56:53
3193,ORD4193,279,15,20251115,20251126,3,Cancelled,Net 60,EUR,554.25,146.97,407.28,2025-11-15 14:27:18
