line_item_id,order_id,product_id,line_number,quantity,unit_price,discount_pct,discount_amount,line_total,created_at
1466,1376,22,2,10,906.30,0.29,2628.27,6434.73,2025-08-13 00:00:00
1467,1376,86,3,15,461.03,0.26,1798.02,5117.43,2024-09-26 00:00:00
1468,1376,47,4,10,846.32,0.14,1184.85,7278.35,2024-05-02 00:00:00
1469,1377,150,2,14,246.09,0.04,137.81,3307.45,2023-06-13 00:00:00
1470,1377,133,3,18,364.22,0.02,131.12,6424.84,2024-09-07 00:00:00
1471,1377,168,4,19,1429.18,0.29,7874.78,19279.64,2025-08-20 00:00:00
1472,1377,187,5,15,361.10,0.28,1516.62,3899.88,2025-06-08 00:00:00
1473,1378,182,3,15,725.22,0.26,2828.36,8049.94,2024-06-12 00:00:00
1474,1381,77,2,7,956.68,0.06,401.81,6294.95,2024-12-02 00:00:00
1475,1383,78,2,20,1346.14,0.16,4307.65,22615.15,2023-12-04 00:00:00
1476,1385,155,1,13,549.24,0.03,214.20,6925.92,2025-04-11 00:00:00
1477,1386,193,1,10,341.97,0.16,547.15,2872.55,2023-03-30 00:00:00
1478,1387,41,1,20,1374.53,0.01,274.91,27215.69,2024-04-08 00:00:00
1479,1387,70,4,18,974.44,0.19,3332.58,14207.34,2023-09-14 00:00:00
1480,1387,76,5,16,875.96,0.13,1822.00,12193.36,2023-04-14 00:00:00
1481,1388,161,1,1,1084.28,0.17,184.33,899.95,2023-01-20 00:00:00
1482,1388,154,2,3,634.24,0.11,209.30,1693.42,2024-04-12 00:00:00
1483,1388,123,5,14,199.89,0.26,727.60,2070.86,2025-04-10 00:00:00
1484,1389,98,2,5,197.58,0.08,79.03,908.87,2023-11-11 00:00:00
1485,1390,9,2,8,624.76,0.18,899.65,4098.43,2023-04-19 00:00:00
1486,1390,153,3,3,1079.57,0.08,259.10,2979.61,2023-05-01 00:00:00
1487,1391,26,4,11,230.98,0.07,177.85,2362.93,2023-08-21 00:00:00
1488,1392,193,1,15,284.68,0.05,213.51,4056.69,2024-09-28 00:00:00
1489,1392,17,5,9,742.10,0.26,1736.51,4942.39,2025-05-12 00:00:00
1490,1393,147,2,1,1319.41,0.19,250.69,1068.72,2025-12-04 00:00:00
1491,1396,69,2,5,1378.43,0.24,1654.12,5238.03,2024-03-21 00:00:00
1492,1397,85,2,20,795.96,0.22,3502.22,12416.98,2025-07-07 00:00:00
1493,1399,79,4,6,245.29,0.16,235.48,1236.26,2024-05-11 00:00:00
1494,1402,195,2,11,928.52,0.21,2144.88,8068.84,2025-09-12 00:00:00
1495,1403,123,3,3,1474.58,0.07,309.66,4114.08,2023-02-10 00:00:00
1496,1404,44,4,6,652.60,0.27,1057.21,2858.39,2024-09-08 00:00:00
1497,1405,120,1,8,610.00,0.00,0.00,4880.00,2024-02-20 00:00:00
1498,1405,37,2,20,848.52,0.17,2884.97,14085.43,2023-04-24 00:00:00
1499,1405,111,3,10,1265.22,0.12,1518.26,11133.94,2024-09-30 00:00:00
1500,1405,78,4,5,682.90,0.15,512.17,2902.33,2024-10-27 00:00:00
1501,1407,82,2,9,991.40,0.02,178.45,8744.15,2024-08-04 00:00:00
1502,1410,46,5,8,196.16,0.19,298.16,1271.12,2023-10-22 00:00:00
1503,1411,186,2,2,1104.71,0.13,287.22,1922.20,2025-01-14 00:00:00
1504,1413,69,1,19,344.70,0.06,392.96,6156.34,2024-04-18 00:00:00
1505,1413,176,4,19,606.37,0.01,115.21,11405.82,2024-10-16 00:00:00
1506,1416,55,1,19,1299.04,0.24,5923.62,18758.14,2024-12-11 00:00:00
1507,1416,45,2,17,708.53,0.21,2529.45,9515.56,2024-11-15 00:00:00
1508,1416,117,5,7,379.70,0.24,637.90,2020.00,2025-11-12 00:00:00
1509,1417,26,4,8,376.95,0.28,844.37,2171.23,2024-04-21 00:00:00
1510,1418,71,1,11,380.34,0.27,1129.61,3054.13,2024-03-02 00:00:00
1511,1418,13,3,6,1478.78,0.13,1153.45,7719.23,2023-07-27 00:00:00
1512,1418,46,5,5,446.75,0.14,312.73,1921.02,2024-06-03 00:00:00
1513,1420,6,3,19,812.71,0.06,926.49,14515.00,2025-07-28 00:00:00
1514,1421,41,1,2,370.17,0.10,74.03,666.31,2024-10-25 00:00:00
1515,1422,19,4,13,81.81,0.07,74.45,989.08,2023-09-28 00:00:00
1516,1423,84,3,4,1230.09,0.15,738.05,4182.31,2023-07-03 00:00:00
1517,1423,94,4,12,493.16,0.26,1538.66,4379.26,2023-04-21 00:00:00
1518,1424,151,3,9,954.73,0.21,1804.44,6788.13,2024-07-13 00:00:00
1519,1425,39,5,5,1344.09,0.25,1680.11,5040.34,2024-09-04 00:00:00
1520,1426,88,2,13,465.27,0.02,120.97,5927.54,2023-11-17 00:00:00
1521,1426,96,4,12,1285.22,0.04,616.91,14805.73,2024-04-21 00:00:00
1522,1427,131,3,2,1412.66,0.23,649.82,2175.50,2023-06-04 00:00:00
1523,1428,151,1,3,1268.28,0.25,951.21,2853.63,2024-12-08 00:00:00
1524,1428,6,5,12,1076.09,0.07,903.92,12009.16,2024-09-27 00:00:00
1525,1429,157,4,9,1398.08,0.29,3648.99,8933.73,2025-08-21 00:00:00
1526,1430,29,2,11,1041.09,0.26,2977.52,8474.47,2024-10-05 00:00:00
1527,1431,92,1,16,1424.60,0.27,6154.27,16639.33,2025-03-14 00:00:00
1528,1431,111,2,8,268.78,0.15,322.54,1827.70,2023-09-27 00:00:00
1529,1434,72,1,14,376.59,0.25,1318.07,3954.19,2025-05-31 00:00:00
1530,1435,31,3,14,209.85,0.26,763.85,2174.05,2025-01-16 00:00:00
1531,1436,184,3,14,363.80,0.04,203.73,4889.47,2023-01-02 00:00:00
1532,1437,118,1,14,1409.93,0.09,1776.51,17962.51,2024-08-15 00:00:00
1533,1437,40,4,2,478.44,0.17,162.67,794.21,2025-02-28 00:00:00
1534,1438,129,2,12,1004.79,0.13,1567.47,10490.01,2025-07-01 00:00:00
1535,1439,118,4,3,466.05,0.21,293.61,1104.54,2025-05-15 00:00:00
1536,1439,7,5,17,72.63,0.23,283.98,950.73,2023-03-19 00:00:00
1537,1443,28,2,2,127.18,0.09,22.89,231.47,2025-05-05 00:00:00
1538,1443,188,3,4,1275.87,0.22,1122.77,3980.71,2023-11-01 00:00:00
1539,1444,125,3,17,791.42,0.17,2287.20,11166.94,2024-02-29 00:00:00
1540,1444,10,4,9,1200.88,0.27,2918.14,7889.78,2023-08-23 00:00:00
1541,1445,99,1,8,836.75,0.03,200.82,6493.18,2025-11-06 00:00:00
1542,1446,122,3,18,1103.45,0.03,595.86,19266.24,2024-12-24 00:00:00
1543,1449,108,2,20,78.16,0.11,171.95,1391.25,2023-03-14 00:00:00
1544,1449,170,4,19,578.90,0.30,3299.73,7699.37,2023-11-25 00:00:00
1545,1449,98,5,16,272.38,0.01,43.58,4314.50,2025-09-08 00:00:00
1546,1450,40,3,16,243.32,0.00,0.00,3893.12,2023-08-18 00:00:00
1547,1452,173,5,10,676.67,0.19,1285.67,5481.03,2025-07-27 00:00:00
1548,1453,54,3,12,635.76,0.01,76.29,7552.83,2025-11-22 00:00:00
1549,1454,58,3,1,1439.55,0.07,100.77,1338.78,2025-03-30 00:00:00
1550,1454,155,5,15,1428.93,0.16,3429.43,18004.52,2025-01-30 00:00:00
1551,1457,27,1,9,526.55,0.09,426.51,4312.44,2024-02-23 00:00:00
1552,1457,106,3,15,1338.63,0.08,1606.36,18473.09,2025-09-11 00:00:00
1553,1458,68,3,19,62.62,0.13,154.67,1035.11,2025-12-14 00:00:00
1554,1458,132,4,14,679.67,0.02,190.31,9325.07,2024-11-22 00:00:00
1555,1459,196,1,16,1340.89,0.03,643.63,20810.61,2024-09-15 00:00:00
1556,1459,91,4,14,77.70,0.20,217.56,870.24,2025-01-18 00:00:00
1557,1460,103,3,7,1495.40,0.07,732.75,9735.05,2023-07-03 00:00:00
1558,1461,129,3,2,1375.00,0.20,550.00,2200.00,2024-03-05 00:00:00
1559,1461,151,5,5,34.22,0.01,1.71,169.39,2024-12-16 00:00:00
1560,1462,136,3,12,648.50,0.23,1789.86,5992.14,2024-03-14 00:00:00
1561,1463,62,1,16,1058.22,0.14,2370.41,14561.11,2024-05-10 00:00:00
1562,1463,5,5,7,158.14,0.15,166.05,940.93,2025-09-12 00:00:00
1563,1464,28,2,19,1176.32,0.25,5587.52,16762.56,2023-08-09 00:00:00
1564,1464,96,5,10,825.78,0.20,1651.56,6606.24,2023-01-26 00:00:00
1565,1465,27,5,5,401.31,0.02,40.13,1966.42,2025-02-06 00:00:00
1566,1468,75,1,11,488.66,0.20,1075.05,4300.21,2024-12-01 00:00:00
1567,1469,76,3,19,1488.90,0.15,4243.36,24045.74,2023-03-16 00:00:00
1568,1470,171,4,19,883.36,0.17,2853.25,13930.59,2024-03-03 00:00:00
1569,1473,146,5,16,608.18,0.14,1362.32,8368.56,2025-12-01 00:00:00
1570,1475,131,1,16,211.31,0.11,371.91,3009.05,2025-03-13 00:00:00
1571,1475,55,5,1,311.27,0.24,74.70,236.57,2024-07-31 00:00:00
1572,1476,64,1,17,337.44,0.20,1147.30,4589.18,2023-02-26 00:00:00
1573,1476,8,2,19,128.41,0.07,170.79,2269.00,2023-11-19 00:00:00
1574,1477,158,3,10,931.51,0.07,652.06,8663.04,2023-02-06 00:00:00
1575,1478,126,2,9,168.47,0.30,454.87,1061.36,2025-04-25 00:00:00
1576,1478,81,3,9,625.84,0.12,675.91,4956.65,2025-11-14 00:00:00
1577,1479,159,1,16,1042.85,0.11,1835.42,14850.18,2025-12-04 00:00:00
1578,1479,156,2,13,243.58,0.10,316.65,2849.89,2025-07-15 00:00:00
1579,1479,200,5,11,951.44,0.02,209.32,10256.52,2023-12-06 00:00:00
1580,1480,33,5,8,65.66,0.07,36.77,488.51,2024-08-10 00:00:00
1581,1481,10,3,12,579.54,0.14,973.63,5980.85,2023-07-29 00:00:00
1582,1481,48,4,12,127.43,0.11,168.21,1360.95,2023-03-31 00:00:00
1583,1482,68,3,4,1385.31,0.26,1440.72,4100.52,2023-12-06 00:00:00
1584,1484,198,2,17,1325.02,0.00,0.00,22525.34,2023-05-23 00:00:00
1585,1484,106,4,13,652.72,0.21,1781.93,6703.43,2023-08-24 00:00:00
1586,1487,47,1,7,872.88,0.15,916.52,5193.64,2024-08-24 00:00:00
1587,1487,198,5,9,734.01,0.18,1189.10,5416.99,2025-02-20 00:00:00
1588,1488,50,5,14,133.52,0.04,74.77,1794.51,2025-03-11 00:00:00
1589,1489,157,3,11,1245.40,0.24,3287.86,10411.54,2024-07-31 00:00:00
1590,1489,78,4,10,241.39,0.04,96.56,2317.34,2024-06-15 00:00:00
1591,1490,178,5,18,232.27,0.16,668.94,3511.92,2025-03-15 00:00:00
1592,1491,49,3,3,374.03,0.14,157.09,965.00,2025-08-04 00:00:00
1593,1492,20,1,10,556.82,0.07,389.77,5178.43,2023-05-31 00:00:00
1594,1493,29,2,18,57.03,0.05,51.33,975.21,2025-02-18 00:00:00
1595,1494,162,5,19,1220.14,0.28,6491.14,16691.52,2023-09-06 00:00:00
1596,1495,155,1,8,1007.61,0.12,967.31,7093.57,2025-02-23 00:00:00
1597,1495,22,4,1,402.90,0.28,112.81,290.09,2023-07-09 00:00:00
1598,1497,129,5,19,1251.64,0.04,951.25,22829.91,2023-07-28 00:00:00
1599,1498,149,1,20,196.54,0.09,353.77,3577.03,2025-02-13 00:00:00
1600,1500,169,1,20,223.09,0.09,401.56,4060.24,2025-09-22 00:00:00
1601,1501,105,5,18,832.80,0.23,3447.79,11542.61,2024-08-15 00:00:00
1602,1502,17,1,2,338.46,0.02,13.54,663.38,2023-07-10 00:00:00
1603,1503,51,1,3,778.35,0.03,70.05,2265.00,2023-08-01 00:00:00
1604,1504,80,5,1,1423.68,0.10,142.37,1281.31,2023-06-25 00:00:00
1605,1505,179,3,8,243.29,0.19,369.80,1576.52,2025-06-30 00:00:00
1606,1506,151,3,1,471.48,0.14,66.01,405.47,2025-10-25 00:00:00
1607,1506,93,5,14,12.03,0.22,37.05,131.37,2023-04-08 00:00:00
1608,1507,99,1,15,159.13,0.20,477.39,1909.56,2025-10-27 00:00:00
1609,1507,118,3,17,326.89,0.01,55.57,5501.56,2023-08-03 00:00:00
1610,1507,68,5,12,1146.76,0.12,1651.33,12109.79,2024-10-06 00:00:00
1611,1508,122,1,5,1420.09,0.05,355.02,6745.43,2024-11-02 00:00:00
1612,1508,170,5,16,903.47,0.24,3469.32,10986.20,2025-07-20 00:00:00
1613,1509,186,1,9,50.71,0.06,27.38,429.01,2025-07-10 00:00:00
1614,1509,68,4,9,931.17,0.17,1424.69,6955.84,2025-12-11 00:00:00
1615,1510,116,4,1,910.36,0.07,63.73,846.63,2023-08-07 00:00:00
1616,1512,182,1,8,595.84,0.29,1382.35,3384.37,2024-08-14 00:00:00
1617,1512,23,3,6,1225.57,0.12,882.41,6471.01,2024-09-07 00:00:00
1618,1512,19,5,1,1251.85,0.01,12.52,1239.33,2023-12-10 00:00:00
1619,1513,110,2,15,532.38,0.28,2236.00,5749.70,2023-04-04 00:00:00
1620,1513,90,3,16,1388.93,0.12,2666.75,19556.13,2023-06-29 00:00:00
1621,1513,176,4,2,131.01,0.30,78.61,183.41,2025-04-11 00:00:00
1622,1514,165,5,11,450.03,0.24,1188.08,3762.25,2023-12-06 00:00:00
1623,1515,83,4,8,600.29,0.12,576.28,4226.04,2024-08-14 00:00:00
1624,1516,6,3,2,428.54,0.09,77.14,779.94,2025-12-03 00:00:00
1625,1518,103,1,15,903.18,0.26,3522.40,10025.30,2025-02-14 00:00:00
1626,1520,199,4,19,1226.30,0.18,4193.95,19105.75,2025-11-07 00:00:00
1627,1522,65,2,17,113.31,0.00,0.00,1926.27,2024-05-19 00:00:00
1628,1522,104,4,4,47.78,0.02,3.82,187.30,2025-07-22 00:00:00
1629,1524,120,4,1,1132.71,0.13,147.25,985.46,2024-03-30 00:00:00
1630,1526,168,3,16,476.67,0.27,2059.21,5567.51,2024-02-09 00:00:00
1631,1527,52,5,2,671.79,0.03,40.31,1303.27,2023-06-01 00:00:00
1632,1528,114,1,4,864.86,0.23,795.67,2663.77,2023-04-17 00:00:00
1633,1528,10,2,9,927.97,0.05,417.59,7934.14,2023-07-10 00:00:00
1634,1528,69,3,10,447.65,0.28,1253.42,3223.08,2024-12-31 00:00:00
1635,1528,86,4,19,640.08,0.08,972.92,11188.60,2024-04-20 00:00:00
1636,1529,60,2,17,461.53,0.17,1333.82,6512.19,2025-04-13 00:00:00
1637,1530,180,1,11,567.30,0.05,312.02,5928.28,2023-08-12 00:00:00
1638,1532,123,3,1,1229.63,0.22,270.52,959.11,2025-01-07 00:00:00
1639,1532,63,4,1,1315.89,0.23,302.65,1013.24,2024-09-29 00:00:00
1640,1532,159,5,19,879.57,0.12,2005.42,14706.41,2025-04-07 00:00:00
1641,1533,90,4,7,1081.82,0.22,1666.00,5906.74,2025-09-05 00:00:00
1642,1534,166,1,15,360.68,0.30,1623.06,3787.14,2024-03-19 00:00:00
1643,1536,146,2,10,1147.39,0.21,2409.52,9064.38,2023-11-13 00:00:00
1644,1536,70,4,17,748.01,0.22,2797.56,9918.61,2024-02-06 00:00:00
1645,1537,192,2,18,1235.80,0.25,5561.10,16683.30,2025-02-09 00:00:00
1646,1540,85,5,8,1255.03,0.05,502.01,9538.23,2025-09-08 00:00:00
1647,1542,169,4,13,834.58,0.20,2169.91,8679.63,2024-06-18 00:00:00
1648,1543,180,4,3,1486.64,0.29,1293.38,3166.54,2024-07-14 00:00:00
1649,1544,148,2,7,1188.64,0.27,2246.53,6073.95,2025-09-13 00:00:00
1650,1544,156,4,13,666.07,0.01,86.59,8572.32,2023-01-13 00:00:00
1651,1546,94,3,12,843.23,0.03,303.56,9815.20,2024-04-13 00:00:00
1652,1547,82,2,15,915.21,0.04,549.13,13179.02,2023-09-06 00:00:00
1653,1549,100,4,5,515.11,0.12,309.07,2266.48,2024-01-20 00:00:00
1654,1549,95,5,9,595.79,0.12,643.45,4718.66,2025-12-31 00:00:00
1655,1550,178,2,20,677.31,0.03,406.39,13139.81,2024-08-29 00:00:00
1656,1550,170,4,11,547.32,0.00,0.00,6020.52,2024-04-17 00:00:00
1657,1552,154,4,8,383.30,0.04,122.66,2943.74,2023-07-22 00:00:00
1658,1552,186,5,18,1478.49,0.12,3193.54,23419.28,2023-11-06 00:00:00
1659,1553,93,5,11,197.95,0.25,544.36,1633.09,2023-04-23 00:00:00
1660,1554,85,1,1,935.50,0.05,46.78,888.72,2023-04-20 00:00:00
1661,1554,2,4,2,1003.55,0.24,481.70,1525.40,2023-08-16 00:00:00
1662,1556,171,1,2,133.91,0.10,26.78,241.04,2023-06-01 00:00:00
1663,1557,107,1,3,1270.67,0.14,533.68,3278.33,2024-06-12 00:00:00
1664,1558,65,5,20,943.93,0.02,377.57,18501.03,2023-06-29 00:00:00
1665,1559,60,4,1,79.85,0.22,17.57,62.28,2025-11-14 00:00:00
1666,1560,36,1,7,800.98,0.09,504.62,5102.24,2025-02-07 00:00:00
1667,1561,147,1,20,86.34,0.20,345.36,1381.44,2025-04-09 00:00:00
1668,1561,123,4,5,303.00,0.28,424.20,1090.80,2023-05-31 00:00:00
1669,1562,16,4,9,1001.31,0.16,1441.89,7569.90,2025-10-08 00:00:00
1670,1563,174,2,15,1423.54,0.07,1494.72,19858.38,2025-04-25 00:00:00
1671,1565,93,1,11,1089.71,0.02,239.74,11747.07,2023-10-11 00:00:00
1672,1565,33,2,3,1160.43,0.16,557.01,2924.28,2023-10-06 00:00:00
1673,1566,36,5,1,621.88,0.23,143.03,478.85,2025-12-13 00:00:00
1674,1567,187,4,13,1234.70,0.04,642.04,15409.06,2025-02-26 00:00:00
1675,1568,17,5,8,1244.42,0.05,497.77,9457.59,2025-04-26 00:00:00
1676,1570,68,4,4,1038.51,0.13,540.03,3614.01,2024-05-03 00:00:00
1677,1571,109,3,17,292.02,0.27,1340.37,3623.97,2023-05-16 00:00:00
1678,1573,106,2,15,657.47,0.00,0.00,9862.05,2024-05-14 00:00:00
1679,1573,38,5,8,1174.51,0.20,1879.22,7516.86,2024-04-12 00:00:00
1680,1574,169,2,6,1466.49,0.04,351.96,8446.98,2025-12-28 00:00:00
1681,1575,39,4,13,1209.51,0.27,4245.38,11478.25,2023-12-25 00:00:00
1682,1578,98,2,20,368.20,0.17,1251.88,6112.12,2024-10-19 00:00:00
1683,1578,43,4,6,476.40,0.27,771.77,2086.63,2025-04-28 00:00:00
1684,1579,195,1,9,394.63,0.21,745.85,2805.82,2024-07-24 00:00:00
1685,1579,195,5,8,1204.14,0.22,2119.29,7513.83,2025-05-29 00:00:00
1686,1580,197,2,18,658.16,0.03,355.41,11491.47,2023-08-26 00:00:00
1687,1580,20,4,10,1176.90,0.07,823.83,10945.17,2023-04-05 00:00:00
1688,1582,110,1,9,46.22,0.21,87.36,328.62,2023-02-20 00:00:00
1689,1582,83,2,18,754.53,0.03,407.45,13174.09,2024-11-14 00:00:00
1690,1582,82,3,12,894.81,0.20,2147.54,8590.18,2023-04-25 00:00:00
1691,1583,198,3,13,1050.91,0.05,683.09,12978.74,2025-09-13 00:00:00
1692,1585,136,1,16,1394.32,0.02,446.18,21862.94,2024-12-30 00:00:00
1693,1585,148,3,4,1035.26,0.00,0.00,4141.04,2024-06-29 00:00:00
1694,1585,100,4,8,707.26,0.03,169.74,5488.34,2024-01-01 00:00:00
1695,1587,186,1,13,598.95,0.01,77.86,7708.49,2023-10-26 00:00:00
1696,1587,49,2,11,767.99,0.02,168.96,8278.93,2023-01-14 00:00:00
1697,1588,45,2,20,486.02,0.20,1944.08,7776.32,2025-09-29 00:00:00
1698,1588,120,3,8,1085.01,0.29,2517.22,6162.86,2024-02-05 00:00:00
1699,1589,155,4,12,1465.35,0.26,4571.89,13012.31,2024-10-08 00:00:00
1700,1591,196,1,12,110.50,0.29,384.54,941.46,2023-10-27 00:00:00
1701,1591,66,2,15,411.45,0.03,185.15,5986.60,2023-05-12 00:00:00
1702,1592,123,1,7,1481.58,0.29,3007.61,7363.45,2025-07-22 00:00:00
1703,1592,4,2,7,1068.62,0.13,972.44,6507.90,2024-12-28 00:00:00
1704,1592,101,3,15,1295.64,0.03,583.04,18851.56,2023-11-25 00:00:00
1705,1595,94,4,18,444.58,0.26,2080.63,5921.81,2024-02-25 00:00:00
1706,1596,54,2,1,1196.76,0.16,191.48,1005.28,2025-01-10 00:00:00
1707,1596,102,3,8,57.79,0.28,129.45,332.87,2023-10-27 00:00:00
1708,1596,148,4,6,946.14,0.30,1703.05,3973.79,2023-10-13 00:00:00
1709,1596,131,5,15,342.53,0.27,1387.25,3750.70,2023-12-17 00:00:00
1710,1597,29,1,2,1333.08,0.20,533.23,2132.93,2025-12-04 00:00:00
1711,1597,135,3,7,134.00,0.19,178.22,759.78,2024-04-15 00:00:00
1712,1598,184,5,14,1472.57,0.23,4741.68,15874.30,2024-08-18 00:00:00
1713,1600,140,3,12,232.53,0.00,0.00,2790.36,2023-10-01 00:00:00
1714,1601,2,1,3,929.60,0.25,697.20,2091.60,2024-08-27 00:00:00
1715,1601,36,4,18,710.24,0.25,3196.08,9588.24,2023-05-23 00:00:00
1716,1601,112,5,6,740.18,0.21,932.63,3508.45,2024-03-04 00:00:00
1717,1602,162,4,13,496.11,0.05,322.47,6126.96,2024-11-01 00:00:00
1718,1603,91,1,11,146.15,0.21,337.61,1270.04,2023-02-07 00:00:00
1719,1605,94,1,3,58.22,0.03,5.24,169.42,2024-09-13 00:00:00
1720,1605,177,4,18,1155.19,0.21,4366.62,16426.80,2023-09-21 00:00:00
1721,1606,110,4,6,319.91,0.01,19.19,1900.27,2024-03-05 00:00:00
1722,1607,108,2,1,1494.09,0.04,59.76,1434.33,2024-05-07 00:00:00
1723,1608,83,5,2,238.78,0.20,95.51,382.05,2024-04-17 00:00:00
1724,1610,1,2,7,1007.80,0.20,1410.92,5643.68,2024-07-16 00:00:00
1725,1610,51,4,15,503.03,0.06,452.73,7092.72,2023-08-23 00:00:00
1726,1611,112,3,19,220.90,0.29,1217.16,2979.94,2023-03-03 00:00:00
1727,1613,156,1,4,1308.09,0.21,1098.80,4133.56,2024-03-28 00:00:00
1728,1615,32,2,14,1261.95,0.24,4240.15,13427.15,2025-02-28 00:00:00
1729,1616,143,4,16,1093.06,0.09,1574.01,15914.95,2024-05-24 00:00:00
1730,1616,53,5,1,388.82,0.08,31.11,357.71,2024-06-01 00:00:00
1731,1617,17,1,1,590.41,0.13,76.75,513.66,2024-06-24 00:00:00
1732,1617,149,2,15,16.38,0.21,51.60,194.10,2024-08-11 00:00:00
1733,1618,75,1,11,832.96,0.03,274.88,8887.68,2023-07-14 00:00:00
1734,1618,126,3,14,455.99,0.17,1085.26,5298.60,2025-04-25 00:00:00
1735,1620,178,3,6,778.43,0.18,840.70,3829.88,2024-08-28 00:00:00
1736,1621,25,3,4,544.41,0.10,217.76,1959.88,2023-02-07 00:00:00
1737,1621,168,5,20,1446.84,0.12,3472.42,25464.38,2025-05-01 00:00:00
1738,1622,26,2,7,192.03,0.25,336.05,1008.16,2024-11-09 00:00:00
1739,1622,96,5,6,1050.22,0.21,1323.28,4978.04,2023-09-30 00:00:00
1740,1623,170,1,18,1403.82,0.10,2526.88,22741.88,2024-01-31 00:00:00
1741,1624,117,3,15,957.58,0.07,1005.46,13358.24,2024-07-09 00:00:00
1742,1624,190,5,2,1432.42,0.26,744.86,2119.98,2024-09-18 00:00:00
1743,1625,128,5,13,269.79,0.10,350.73,3156.54,2024-02-11 00:00:00
1744,1626,153,1,12,79.62,0.03,28.66,926.78,2023-08-26 00:00:00
1745,1626,85,2,6,1227.44,0.10,736.46,6628.18,2025-06-10 00:00:00
1746,1628,47,5,15,673.53,0.16,1616.47,8486.48,2023-12-29 00:00:00
1747,1630,103,2,2,339.36,0.29,196.83,481.89,2024-07-19 00:00:00
1748,1630,137,3,19,37.83,0.07,50.31,668.46,2024-06-05 00:00:00
1749,1632,92,1,18,1337.43,0.15,3611.06,20462.68,2025-08-22 00:00:00
1750,1632,31,2,18,653.33,0.24,2822.39,8937.55,2024-09-25 00:00:00
1751,1634,34,2,6,917.64,0.27,1486.58,4019.26,2025-01-23 00:00:00
1752,1634,180,3,11,1439.84,0.23,3642.80,12195.44,2025-01-16 00:00:00
1753,1634,153,4,6,77.34,0.22,102.09,361.95,2024-12-23 00:00:00
1754,1634,145,5,14,670.00,0.13,1219.40,8160.60,2023-06-30 00:00:00
1755,1635,28,2,7,1180.03,0.30,2478.06,5782.15,2024-04-02 00:00:00
1756,1635,5,3,10,1140.31,0.14,1596.43,9806.67,2023-10-20 00:00:00
1757,1636,114,2,9,494.46,0.26,1157.04,3293.10,2023-08-02 00:00:00
1758,1637,23,4,13,10.84,0.17,23.96,116.96,2024-12-31 00:00:00
1759,1639,136,3,19,702.48,0.28,3737.19,9609.93,2023-08-12 00:00:00
1760,1640,90,1,6,280.49,0.23,387.08,1295.86,2024-02-17 00:00:00
1761,1640,98,2,17,896.72,0.11,1676.87,13567.37,2023-01-16 00:00:00
1762,1641,132,1,7,415.72,0.13,378.31,2531.73,2023-05-25 00:00:00
1763,1641,34,2,17,957.07,0.27,4392.95,11877.24,2024-04-10 00:00:00
1764,1641,2,3,16,428.34,0.27,1850.43,5003.01,2023-08-28 00:00:00
1765,1642,192,1,8,1098.48,0.17,1493.93,7293.91,2025-09-08 00:00:00
1766,1642,148,2,20,198.70,0.03,119.22,3854.78,2024-11-03 00:00:00
1767,1642,179,4,13,1403.21,0.27,4925.27,13316.46,2024-03-27 00:00:00
1768,1643,55,2,17,1018.37,0.22,3808.70,13503.59,2025-11-29 00:00:00
1769,1646,174,3,12,1324.95,0.04,635.98,15263.42,2025-01-18 00:00:00
1770,1646,188,4,18,1292.56,0.15,3489.91,19776.17,2025-11-15 00:00:00
1771,1646,167,5,4,823.69,0.23,757.79,2536.97,2024-04-25 00:00:00
1772,1647,148,5,15,599.93,0.07,629.93,8369.02,2023-01-18 00:00:00
1773,1648,166,2,1,710.69,0.15,106.60,604.09,2024-08-05 00:00:00
1774,1648,158,4,19,1470.52,0.25,6984.97,20954.91,2024-08-31 00:00:00
1775,1650,71,1,11,699.21,0.27,2076.65,5614.66,2024-06-01 00:00:00
1776,1651,80,1,9,174.38,0.29,455.13,1114.29,2025-07-14 00:00:00
1777,1651,104,3,19,1359.38,0.05,1291.41,24536.81,2025-05-22 00:00:00
1778,1651,35,4,13,963.97,0.28,3508.85,9022.76,2024-08-06 00:00:00
1779,1654,168,1,8,453.60,0.14,508.03,3120.77,2024-12-27 00:00:00
1780,1654,146,3,4,1037.16,0.01,41.49,4107.15,2024-06-14 00:00:00
1781,1654,64,4,11,873.81,0.28,2691.33,6920.58,2024-03-04 00:00:00
1782,1654,157,5,17,500.79,0.19,1617.55,6895.88,2023-04-21 00:00:00
1783,1655,119,2,20,1059.02,0.17,3600.67,17579.73,2025-05-28 00:00:00
1784,1655,94,5,17,1284.06,0.14,3056.06,18772.96,2024-04-01 00:00:00
1785,1656,173,5,16,501.50,0.20,1604.80,6419.20,2023-05-28 00:00:00
1786,1657,97,4,16,794.11,0.30,3811.73,8894.03,2024-03-22 00:00:00
1787,1660,79,1,2,738.32,0.29,428.23,1048.41,2024-03-07 00:00:00
1788,1660,15,2,15,981.71,0.03,441.77,14283.88,2025-08-12 00:00:00
1789,1660,120,3,13,149.94,0.28,545.78,1403.44,2024-01-31 00:00:00
1790,1662,81,1,1,966.46,0.00,0.00,966.46,2025-11-06 00:00:00
1791,1662,137,4,7,587.98,0.05,205.79,3910.07,2024-01-26 00:00:00
1792,1662,51,5,17,489.10,0.00,0.00,8314.70,2024-01-23 00:00:00
